token	apariciones	ejemplos (Strong: definición)
heed	6	G5219: Obedecía. Oír bajo (como subordinate), es decir, a escuchar attentively; por implicación, a heed o conform a command o autoridad || G3539: Entienda. Ejercer mente (observar), es decir, (figurativamente) a comprehend, heed || H3282: Porque. Propiamente, heed; por implicación, propósito (sake o cuenta); usado adverbialmente a indicar razón o causar
wages	6	G3409: Ajustar. Dejar fuera para wages, es decir, (medio voz) a hire || G5160: Comer. Nourishment (literal o figurativamente); por implicación, rations (wages) || H4242: Valor. Precio, payment, wages
pray	6	G4336: Oró. Pray a Dios, es decir, supplicate, adoración || G2172: Orar. Wish; por implicación, a pray a Dios || G4727: Gimió. Hacer (intransitivamente, ser) en straits, es decir, (por implicación) a suspirar, murmur, pray inaudibly
truly	6	G5106: Así. Truly ahora, es decir, accordingly || G230: Verdad. Truly || G5105: Así. Truly para entonces, es decir, consequently
europe	6	G4681: España. Spania, región de Europe || G1671: Grecia. Hellas (o Greece), país de Europe || G2437: Ilírico. () Illyrican (shore), es decir, (como nombre sí mismo) Illyricum, región de Europe
sure	6	G3513: Sí. Partícula de attestation (accompanied por objeto invoked o appealed a en confirmation); como sure como || G3741: Santo. Y de G40 (ἅγιος), el cual relates a purity de defilement), es decir, hallowed (piadoso, sagrado, sure) || H543: Amén. Sure; abstracto, faithfulness; adverbio, truly
tender	6	G4374: Ofrece. Llevar hacia, es decir, llevar to, tender (especialmente a Dios), treat || H951: Ganado-tender || H5349: Propietario. Spotter (de oveja o ganado), es decir, owner o tender (quien así marks ellos)
distinguish	6	G4593: Notad. Distinguish, es decir, marca (para avoidance) || G1291: Mandó. Poner (uno mismo) aparte (figurativamente, distinguish), es decir, (por implicación) a ordenar || H914: Separe. Divide (en variation sentidos literal o figurativamente, separar, distinguish, differ, escoger, etc..)
inscribe	6	G1924: Escrito. Inscribe (físicamente o mentalmente) || G1449: Escrita. "grabar", es decir, inscribe || H3789: Escrito. Tumba, por implicación, a write (describe, inscribe, prescribir, subscribe)
isaac	6	G2464: Isaac (es decir, Jitschak), hijo de Abraham || G4479: Rebeca. Rebecca (es decir, Ribkah), esposa de Isaac || H3327: Jitschak (o Isaac), hijo de Abraham
guest	6	G3579: Posa. Ser host (pasivamente, guest); por implicación, ser (hacer, aparecer) strange || G1926: Recibe. Admitir (como guest o (figurativamente) maestro) || G3581: Nuevos. Extranjero (literalmente, alien, o figurativamente, novel); por implicación, guest o (vice-versa) entertainer
strange	6	G3579: Posa. Ser host (pasivamente, guest); por implicación, ser (hacer, aparecer) strange || H1481: Vivir. Propiamente, a volver aparte de camino (para lodging o cualquier otro propósito), es decir, sojourn (como guest); también a shrink, temor (como en strange lugar); también a reunir forhostility (como afraid) || H2114: Fuera. Volver aparte (especialmente para lodging); de aquí a ser aforeigner, strange, profane; específicamente (activo participio) a commit adulterio
accident	6	G4941: Syntychê. Accident; Syntyche, Cristiano femenino || G4795: De base de G2962 (κύριος)); concurrence, es decir, accident || H4745: Suceso. Algo met con, es decir, accident o fortune
gentle	6	G3356: Compadecer. Ser moderate en pasión, es decir, gentle (to treat indulgently) || G1152: Dámaris. Quizá gentle; Damaris, Athenian mujer || G4235: Manso. Gentle, es decir, humble
stock	6	G2353: Ganados. Stock (como raised en farm) || H4678: Título. Algo stationary, es decir, monumental piedra; también stock de atree || H4890: Hará burla. Laughing-stock
drag	6	G1828: Es atraído. Drag adelante, es decir, (figurativamente) a entice (to sin) || G645: Sacó. Drag adelante, es decir, (literalmente) unsheathe (sword), o relativamente (con grado de fuerza implícito) retire (personally o factiously) || G2694: Arrastre. Drag abajo, es decir, arrest judicially
consolation	6	G3889: Consolación. Consolation (propiamente, abstracto) || G3870: Ruego. Llamar cerca, es decir, invite, invoke (por imploration, hortation o consolation) || G3931: Consuelo. Dirigirse junto a, es decir, (especialmente), consolation
balance	6	G2218: Yugo. Coupling, es decir, (figurativamente) servitude (ley o obligación); también (literalmente) beam de balance (como connecting scales) || G5007: Talento. Equivalent a G5342 (φέρω)); balance (como supporting weights), es decir, (por implicación) cierto peso (y thence moneda o más bien sum de dinero) o "talent" || H5537: Líbrame. Suspend en balance, es decir, weigh
length	6	G3372: Longura. Length (literal o figurativamente) length. || G3372: Longura. Length (literal o figurativamente) length. || H753: Largo. Length
twenty	6	G3574: Noche. Día-y-noche, es decir, lleno día de twenty-cuatro hours || H2148: Zacarías. Zecarjah, nombre de twenty-nueve Israelitas || H6242: Veinte. Twenty; también (ordinal) twentieth
vegetation	6	G200: Langostas. Langosta (como puntiagudo, o como lighting en cima de vegetation) || G5528: Heno. A "tribunal" o "huerto", es decir, (por implicación, de pasto) herbage o vegetation || H2919: Rocío. Dew (como cubierta vegetation)
happiness	6	G3772: Cielo. Cielo; por extensión, heaven (como morada de Dios); por implicación, happiness, poder, eternity; especialmente, Evangelio (Cristoianity) || G3857: Paraíso. Park, es decir, (especialmente), Eden (lugar de futuro happiness, "paradise") || H216: Luz. Illumination o (concreto) luminary (en cada sentido, incluido relámpago, happiness, etc..)
junta	6	G4779: Junta. Convoke || G1996: Junta. Recoger sobre mismo lugar || H3664: Junta. Recoger; de aquí, a enfold
evening	6	G1173: Cena. Dinner, es decir, jefe comida (habitualmente en evening) || G2073: Tarde. Evening(-tide) || G1172: Cene. Dine, es decir, tomar principio (o evening) comida
trough	6	G3025: Lagar. Trough, es decir, vino-vat || H3342: Lagar. Trough (como cavado fuera); específicamente, vino-vat (si inferior uno, hacia el cual jugo drains; o superior, en el cual uvas son crushed) || H4857: En los abrevaderos. Trough para ganado a beber de
seduce	6	G1818: Engañó. Seduce del todo || G4879: Llevado. Tomar fuera junto, es decir, transport con (seduce, pasivamente, ceder) || G3179: Quitado. Transfer, es decir, llevar lejos, depose o (figurativamente) exchange, seduce
record	6	G3422: Memoria. Reminder (memorandum), es decir, record || H3791: Escrito. Algo written, es decir, escritura, record o libro || H3792: Escritura. {algo written, es decir, escritura, record o libro}
blaze	6	G5394: Inflama. Causar blaze, es decir, ignite (figurativamente, a inflame con pasión) || G5395: Llama. Blaze || H2734: Se enojó. Resplandor o crecer warm; figurativamente (habitualmente) a blaze arriba, de ira, zeal, jealousy
exhausted	6	G2253: Medio muerto. Mitad muerto, es decir, enteramente exhausted || H3021: Se cansó. Propiamente, a gasp; de aquí, a ser exhausted, a tire, a fatiga || H3287: Cansado. Fatigued; figurativamente, exhausted
doer	6	G2554: Hacer mal. Ser malo-doer, es decir, (en sentido objetivo) a injure, o (genitivo) a sin || G17: Que hacen bien. Bien-doer, es decir, virtuous || G2557: Malhechor. Agravio-doer, es decir, criminal
relationship	6	G4772: Parentela. Relationship, es decir, (en concreto) relatives || H251: Hermano (usado en más amplio sentido de literal relationship y metaphorical afinidad o semejanza (como padre)) || H252: Ti y á tus hermanos. {hermano (usado en más amplio sentido de literal relationship y metaphorical afinidad o semejanza)}
mill	6	G3457: Molino. Perteneciente a mill || G3459: Molinillo. Mill-casa || G3458: Muela. A "mill", es decir, (por implicación), grinder (millstone)
knowledge	6	G4599: Corrobore. Probablemente afín a base de G2476 (ἵστημι)); a strengthen, es decir, (figurativamente) confirm (en espiritual knowledge y poder) || G4774: Permisión. Compañero knowledge, es decir, concession || G1108: Conocimiento. Knowing (acto), es decir, (por implicación) knowledge
blossom	6	G438: Flor. Blossom || H5132: Cuando huyeron. Propiamente, a destello; de aquí, a blossom (de brillo de color); también, a volar lejos (de quickness de movimiento) || H5328: Fueren madurando los frutos. Blossom
upright	6	G5087: Puso. Lugar (en más amplio aplicación, literal y figurativamente; propiamente, en pasivo o horizontal posture, y así different de G2476 (ἵστημι), el cual propiamente denota upright y activo posición, mientras G2749… || G4716: Cruz. Stake o poste (como poner upright), es decir, (especialmente), pole o cross (como instrumento de capital castigo); figurativamente, exposure a muerte, es decir, sí mismo-denial; por implicación, atonement de Cristo || G2735: Bien gobernadas. Algo hecho por completo upright, es decir, (figurativamente) rectification (especialmente, bueno público administration)
lack	6	G570: Fe. Faithlessness, es decir, (negatively) disbelief (lack de Cristiano faith), o (positively) unfaithfulness (disobedience) || G3521: Ayuno. Abstinence (de lack de comida, o voluntario y religiosa); especialmente, rápido de Día de Atonement || G50: IGNORÁIS. No a conocer (través de lack de information o inteligencia); por implicación, a ignore (través de disinclination)
memorial	6	G3418: Sepulcro. Memorial, es decir, sepulchral monument (burial-lugar) || H237: Ezel, memorial piedra en Palestina || H1567: Galaad. Galed, memorial cairn Oriente de Jordan
product	6	G2938: Crió. Original formation (en concreto), es decir, product (created cosa) || G4161: Hechura. Product, es decir, fabric (literal o figurativamente) || H3022: Trabajo. Earnings (como product de fatiga)
we	6	G2070: Somos. We son || G2249: Nuestro. We (solo usado cuando enfático) || H580: We
heathen	6	G1497: Ídolo. Imagen (es decir, para adoración); por implicación, heathen Dios, o (plural) adoración de tal || G94: Malas. Unjust; por extensión malvado; por implicación, treacherous; especialmente, heathen || G571: Infiel. (activamente) disbelieving, es decir, sin Cristiano faith (especialmente, heathen); (pasivamente) untrustworthy (persona), o incredible (cosa)
advice	6	G1012: Consejo. Volition, es decir, (en sentido objetivo) advice, o (por implicación) propósito || G4823: Consejo. Dar (o tomar) advice juntamente, es decir, recommend, deliberate o determinar || G3980: Oído. Ser persuaded por gobernante, es decir, (genitivo caso) a submit a autoridad; por analogía, a conform a advice
golden	6	G5554: Con anillo. Oro-ringed, es decir, wearing golden dedo-anillo o semejante jewelry || G5558: Dorada. Gild, es decir, bespangle con golden ornaments || G5553: Oro. Golden artículo, es decir, oro plating, adorno, o moneda
wear	6	G1463: Revestíos. Engirdle uno mismo (para trabajo), es decir, figurativamente (apron como siendo badge de servitude) a wear (en señal de mutual deferencia) || G2669: Acosado. Trabajo abajo, es decir, wear con fatiga (figurativamente, harass) || G1304: Estaba. Wear través de (tiempo), es decir, permanecer
falling	6	G5304: Pobreza. Falling corto, es decir, (especialmente), penury || G4248: Leaning (falling) adelante ("prone"), es decir, cabeza foremost || G4312: Arrebatados. Falling adelante, es decir, headlong (figurativamente, precipitate)
document	6	G1124: Escritura. Document, es decir, holy Writ (o su contents o statement en ello) || G5498: Cédula. Algo mano-written ("chirograph"), es decir, manuscript (especialmente, legal document o vínculo (figurativamente)) || H4385: Letras. Cosa written, characters, o document (carta, copy, edict, poema)
block	6	G5420: Taparon. Fence o inclose, es decir, (especialmente), a block arriba (figurativamente, a silencio) || G4351: Revuelta. Rodar hacia, es decir, block contra || H1848: Infamia. Stumbling-block
aged	6	G1088: Viejo. Aged || G4915: Mis iguales. A co-aged persona, es decir, alike en años || H3486: Ni decrépito. Gray-haired, es decir, aged hombre
damascus	6	G1154: Damasco. Damascus, ciudad de Siria || G1153: Damascenos. Damascene o habitante de Damascus || H71: Abanah, río cerca Damascus
hades	6	G2737: Más bajas. Inferior (locally, de Hades) || G86: Sepulcro. Propiamente, unseen, es decir, "Hades" o lugar (estado) de departed souls || H9: Cosa. Concrete, algo lost; abstracto, destrucción, es decir, Hades
homage	6	G4363: Se echó. Caer hacia, es decir, (suavemente) postrar uno mismo (en supplication o homage), o (violentamente) a precipitarse sobre (en tormenta) || G3000: Sirvo. Minister (to Dios), es decir, representar religiosa homage || G4352: Adorar. Fawn o crouch to, es decir, (literal o figurativamente) postrar uno mismo en homage (hacer reverence to, adore)
stamp	6	G5480: Señal. Scratch o etching, es decir, stamp (como badge de servitude), o scupltured figura (statue) || G4973: Señal. Signet (como fencing en o protecting de misappropriation); por implicación, stamp impressed (como marca de privacy, o genuineness), literal o figurativamente || G4972: Señaló. Stamp (con signet o privado marca) para seguridad o preservation (literal o figurativamente); por implicación, a guardar secreto, a attest
